"id","url","extension","titre","parent_id","date"
"2208","https://www.victrix.ca/wp-content/uploads/2022/02/icon-conseil-strategique.svg","svg","icon-conseil-strategique","105","2022-04-08 12:16:51"
"2588","https://www.victrix.ca/wp-content/uploads/2022/02/conseil-strategique.png","png","conseil-strategique","105","2022-04-26 17:45:46"
"2211","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite.svg","svg","icon-securite","112","2022-04-08 12:23:06"
"2868","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-gouvernance.svg","svg","icon-securite-gouvernance","112","2022-05-08 18:51:27"
"2869","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-gestion-vulnerabilites.svg","svg","icon-securite-gestion-vulnerabilites","112","2022-05-08 18:51:39"
"2870","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-conformite.svg","svg","icon-securite-conformite","112","2022-05-08 18:51:46"
"2871","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-parefeu.svg","svg","icon-securite-parefeu","112","2022-05-08 18:51:55"
"2872","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-edr.svg","svg","icon-securite-edr","112","2022-05-08 18:52:03"
"2873","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-vpn.svg","svg","icon-securite-vpn","112","2022-05-08 18:52:10"
"2874","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-gestion-evenements.svg","svg","icon-securite-gestion-evenements","112","2022-05-08 18:52:44"
"2875","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-chiffrement.svg","svg","icon-securite-chiffrement","112","2022-05-08 18:52:58"
"2876","https://www.victrix.ca/wp-content/uploads/2022/02/icon-securite-gestion-acces.svg","svg","icon-securite-gestion-acces","112","2022-05-08 18:53:06"
"2877","https://www.victrix.ca/wp-content/uploads/2022/02/securite-mode-realisation.jpg","jpg","cybersécurité","112","2022-05-08 18:58:47"
"2929","https://www.victrix.ca/wp-content/uploads/2022/02/icon-benefices-experience.svg","svg","icon-benefices-experience","105","2022-05-09 17:19:50"
"2930","https://www.victrix.ca/wp-content/uploads/2022/02/icon-benefices-challenge-pairs.svg","svg","icon-benefices-challenge-pairs","105","2022-05-09 17:19:59"
"2931","https://www.victrix.ca/wp-content/uploads/2022/02/icon-benefices-experience-gestion.svg","svg","icon-benefices-experience-gestion","105","2022-05-09 17:20:06"
"2932","https://www.victrix.ca/wp-content/uploads/2022/02/icon-benefices-expertise-technologique.svg","svg","icon-benefices-expertise-technologique","105","2022-05-09 17:20:16"
"2933","https://www.victrix.ca/wp-content/uploads/2022/02/conseil-strategique-strategies.jpg","jpg","conseil-strategique-strategies","105","2022-05-09 17:32:27"
"2934","https://www.victrix.ca/wp-content/uploads/2022/02/conseil-strategique-roadmap.jpg","jpg","conseil-strategique-roadmap","105","2022-05-09 17:32:39"
"2935","https://www.victrix.ca/wp-content/uploads/2022/02/conseil-strategique-positionnement.jpg","jpg","conseil-strategique-positionnement","105","2022-05-09 17:32:49"
"3485","https://www.victrix.ca/wp-content/uploads/2022/02/conseil-strategique-victrix-scaled.jpg","jpg","conseil stratégique pour entreprise","105","2022-06-13 15:53:01"
"6273","https://www.victrix.ca/wp-content/uploads/2022/02/securite.jpg","jpg","service de cybersécurité","112","2024-04-26 11:13:13"
"3353","https://www.victrix.ca/wp-content/uploads/2022/05/expertise-cloud.jpg","jpg","expertise-cloud","2984","2022-05-12 08:41:19"
"3356","https://www.victrix.ca/wp-content/uploads/2022/05/istock-1249572084-scaled.jpg","jpg","Retrowave style 3d illustration. Futuristic astronaut on neon background","2986","2022-05-12 09:05:15"
"3584","https://www.victrix.ca/wp-content/uploads/2022/05/cloud-based-services-provider-for-business.png","png","cloud based services provider for business","2984","2022-07-14 18:23:23"
"3585","https://www.victrix.ca/wp-content/uploads/2022/05/it-managed-security-services-provider.png","png","","2985","2022-07-14 19:45:44"
"3588","https://www.victrix.ca/wp-content/uploads/2022/05/strategic-advice.png","png","","2993","2022-07-14 20:03:22"
"5438","https://www.victrix.ca/wp-content/uploads/2023/08/michael-dziedzic-aqyguywncsm-unsplash-scaled.jpg","jpg","cybersecurity portal","5437","2023-08-14 20:14:58"
"5439","https://www.victrix.ca/wp-content/uploads/2023/08/cybersecurty-e1692039435494.png","png","cybersecurity","5437","2023-08-14 20:56:07"
"5441","https://www.victrix.ca/wp-content/uploads/2023/08/lambda.png","png","lambda","5437","2023-08-14 22:27:20"
"5443","https://www.victrix.ca/wp-content/uploads/2023/08/matthieu-beaumont-iynpyeyu57k-unsplash-scaled-e1692052125835.jpg","jpg","server room","5442","2023-08-15 00:28:09"
"5444","https://www.victrix.ca/wp-content/uploads/2023/08/charlesdeluvio-lks7vei-eag-unsplash-scaled.jpg","jpg","Employees discussing in front of their laptops","5442","2023-08-15 00:33:54"
"5445","https://www.victrix.ca/wp-content/uploads/2023/08/technical-support.svg","svg","services-gérés","5442","2023-08-15 00:58:16"
"5447","https://www.victrix.ca/wp-content/uploads/2023/08/istock-1347880350-scaled-e1692072784452.jpg","jpg","Shot of two young technicians using a digital tablet while working in a server room","5442","2023-08-15 06:12:08"
"5448","https://www.victrix.ca/wp-content/uploads/2023/08/pexels-fauxels-3184635-scaled-e1692073089748.jpg","jpg","Employees discussing in front of dashboards and pie charts","5442","2023-08-15 06:14:19"
"5561","https://www.victrix.ca/wp-content/uploads/2023/08/cybersecurity.png","png","cybersecurIty","5437","2023-08-23 03:20:33"
"5562","https://www.victrix.ca/wp-content/uploads/2023/08/cybersecurity2.png","png","cybersécurité","5437","2023-08-23 03:22:05"
"5563","https://www.victrix.ca/wp-content/uploads/2023/08/berkeley-communications-weddt-u3q3o-unsplash.jpg","jpg","consultant informatique au téléphone chez Victrix","5442","2023-08-23 06:06:37"
"6488","https://www.victrix.ca/wp-content/uploads/2022/05/cybersecurity.png","png","cybersecurity","2985","2024-08-28 18:06:03"
"6489","https://www.victrix.ca/wp-content/uploads/2022/05/cybersecurity-services.png","png","cybersecurity services","2985","2024-08-28 18:55:38"
"7263","https://www.victrix.ca/wp-content/uploads/2025/06/victrix-secov-fr.png","png","Victrix SEvOC","2985","2025-06-13 19:55:21"
"7264","https://www.victrix.ca/wp-content/uploads/2025/06/victrix-secov-en.png","png","Victrix SEvOC","2985","2025-06-13 19:55:23"
"5537","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiologo.png","png","OSTUDIOlogo","5453","2023-08-22 21:20:33"
"5539","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiomicrosoftpartner.png","png","ostudio+microsoftpartner","5453","2023-08-22 22:55:58"
"5540","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiomicrosoftpartner-1.png","png","ostudio+microsoftpartner","5453","2023-08-22 22:59:31"
"5541","https://www.victrix.ca/wp-content/uploads/2023/08/untitled-12.svg","svg","Untitled-12","5453","2023-08-22 23:13:05"
"5554","https://www.victrix.ca/wp-content/uploads/2023/08/partneranddynamics.svg","svg","partneranddynamics","5453","2023-08-23 00:11:58"
"5555","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiobanner.png","png","OSTUDIOBANNER","5453","2023-08-23 02:45:57"
"5558","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiobanner2.png","png","OSTUDIOBANNER2","5453","2023-08-23 02:52:28"
"5559","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiobanner3.png","png","OSTUDIOBANNER3","5453","2023-08-23 02:53:49"
"5560","https://www.victrix.ca/wp-content/uploads/2023/08/ostudiobanner4.png","png","OSTUDIOBANNER4","5453","2023-08-23 03:06:49"
"5564","https://www.victrix.ca/wp-content/uploads/2023/08/istock-1447107841-scaled.jpg","jpg","Black man, customer support service office and working for online call center internet telemarketing business. Crm consultant at desk, helping client and consulting computer software for advice","5442","2023-08-23 06:06:40"
"5565","https://www.victrix.ca/wp-content/uploads/2023/08/bannerconseilstratregique.svg","svg","avantage conseil stratégique victrix","5442","2023-08-23 07:09:32"
"5566","https://www.victrix.ca/wp-content/uploads/2023/08/priscilla-du-preez-nnmba7y1ymk-unsplash-scaled-e1692770800497.jpg","jpg","collègues en pleine discussion","5442","2023-08-23 08:04:31"
"5567","https://www.victrix.ca/wp-content/uploads/2023/08/dylan-gillis-kdeqa3atnby-unsplash-scaled.jpg","jpg","collègues en pleine discussion","5442","2023-08-23 08:17:04"
"5568","https://www.victrix.ca/wp-content/uploads/2023/08/carlos-muza-hpjsku2uysu-unsplash-e1692773163122.jpg","jpg","tableau de bord données","5442","2023-08-23 08:45:01"
"5593","https://www.victrix.ca/wp-content/uploads/2023/09/artboard-1-copy-2-5.png","png","Artboard 1 copy 2","5453","2023-09-20 17:05:58"
"5596","https://www.victrix.ca/wp-content/uploads/2023/09/offres2-1.png","png","offres2 (1)","5453","2023-09-20 18:01:08"
"5598","https://www.victrix.ca/wp-content/uploads/2023/09/offres-1.png","png","offres (1)","5453","2023-09-20 18:06:56"
"5599","https://www.victrix.ca/wp-content/uploads/2023/09/offres3-1.png","png","offres3 (1)","5453","2023-09-20 18:07:02"
"5606","https://www.victrix.ca/wp-content/uploads/2023/09/fondotto.png","png","fondOTTO","5453","2023-09-25 20:24:19"
"5607","https://www.victrix.ca/wp-content/uploads/2023/09/fondotto2.png","png","fondOTTO2","5453","2023-09-25 20:24:23"
"5608","https://www.victrix.ca/wp-content/uploads/2023/09/fondotto3.png","png","fondOTTO3","5453","2023-09-25 20:24:28"
"5609","https://www.victrix.ca/wp-content/uploads/2023/09/fondotto4.png","png","fondOTTO4","5453","2023-09-25 20:24:37"
"5610","https://www.victrix.ca/wp-content/uploads/2023/09/potfolio_victrixsiteweb.png","png","potfolio_victrixsiteweb","5453","2023-09-25 20:58:13"
"5611","https://www.victrix.ca/wp-content/uploads/2023/09/potfolio_victrixsiteweb-1.png","png","potfolio_victrixsiteweb","5453","2023-09-25 21:02:59"
"5612","https://www.victrix.ca/wp-content/uploads/2023/09/offre1.png","png","offre1","5453","2023-09-25 21:21:04"
"5613","https://www.victrix.ca/wp-content/uploads/2023/09/offre2.png","png","offre2","5453","2023-09-25 21:21:10"
"5614","https://www.victrix.ca/wp-content/uploads/2023/09/offres3.png","png","offres3","5453","2023-09-25 21:21:18"
"5616","https://www.victrix.ca/wp-content/uploads/2023/09/partnerdynamicss.png","png","partner+dynamicss","5453","2023-09-25 21:25:41"
"5617","https://www.victrix.ca/wp-content/uploads/2023/09/artboard_.png","png","Artboard_","5453","2023-09-25 21:29:23"
"5618","https://www.victrix.ca/wp-content/uploads/2023/09/realisations_finale_2page.pdf","pdf","Book de réalisations Ø Studio","5453","2023-09-25 21:34:45"
"5619","https://www.victrix.ca/wp-content/uploads/2023/09/artboard-1.png","png","Artboard 1","5453","2023-09-26 14:36:20"
"5621","https://www.victrix.ca/wp-content/uploads/2023/09/boook.png","png","boook","5453","2023-09-26 14:39:05"
"5774","https://www.victrix.ca/wp-content/uploads/2023/09/bg-o-studio-24x.png","png","BG O STUDIO - 2@4x","5453","2023-10-12 10:34:41"
"5778","https://www.victrix.ca/wp-content/uploads/2023/08/tabletteobureau3.png","png","tabletteObureau3","5455","2023-10-12 21:36:04"
"6181","https://www.victrix.ca/wp-content/uploads/2023/09/bg-o-studio-1-scaled.jpg","jpg","BG O STUDIO - 1","5453","2024-01-30 12:19:19"
"6981","https://www.victrix.ca/wp-content/uploads/2023/09/o-studio-victrix-white.png","png","o-studio-victrix-white","5453","2025-02-05 17:06:52"
"6982","https://www.victrix.ca/wp-content/uploads/2023/09/o-studio-victrix-white-1.png","png","o-studio-victrix-white-1","5453","2025-02-05 17:08:55"
"6983","https://www.victrix.ca/wp-content/uploads/2023/09/macbook-mockup-1-scaled.jpg","jpg","macbook-mockup-1","5453","2025-02-05 17:11:06"
"6988","https://www.victrix.ca/wp-content/uploads/2023/09/victrix-img-02.png","png","victrix img-02","5453","2025-02-06 11:26:55"
"6989","https://www.victrix.ca/wp-content/uploads/2023/09/victrix-img-01.png","png","victrix img-01","5453","2025-02-06 11:27:06"
"5779","https://www.victrix.ca/wp-content/uploads/2023/08/tabletteobureau4.png","png","tabletteObureau4","5455","2023-10-12 22:04:00"
"5870","https://www.victrix.ca/wp-content/uploads/2023/08/mia-baker-jjhvyxm34ny-unsplash-scaled-e1698140417136.jpg","jpg","bureaux","5455","2023-10-24 11:35:24"
"5993","https://www.victrix.ca/wp-content/uploads/2023/08/azure_infonuagique.png","png","azure_infonuagique","5457","2023-11-13 22:23:16"
"5995","https://www.victrix.ca/wp-content/uploads/2023/08/espacetravail.png","png","espacetravail","5457","2023-11-14 01:33:54"
"5996","https://www.victrix.ca/wp-content/uploads/2023/08/donnees_intelligence.png","png","données_intelligence","5457","2023-11-14 01:34:21"
"5997","https://www.victrix.ca/wp-content/uploads/2023/08/espacetravail-1.png","png","espace de travail moderne logo Microsoft","5457","2023-11-14 01:34:24"
"5998","https://www.victrix.ca/wp-content/uploads/2023/08/fasttrack_partner.png","png","Microsoft fasttrack_partner","5457","2023-11-14 01:34:28"
"5999","https://www.victrix.ca/wp-content/uploads/2023/08/infrastrustureazure.png","png","infrastrustureazure","5457","2023-11-14 01:34:32"
"6000","https://www.victrix.ca/wp-content/uploads/2023/08/innovation_numerique.png","png","innovation_numerique","5457","2023-11-14 01:34:37"
"6001","https://www.victrix.ca/wp-content/uploads/2023/08/securite.png","png","sécurité","5457","2023-11-14 01:34:40"
"6007","https://www.victrix.ca/wp-content/uploads/2023/08/mirosoft_zure-e1699987587893.png","png","mirosoft_zure","5457","2023-11-14 19:44:28"
"6008","https://www.victrix.ca/wp-content/uploads/2023/08/mirosoft_azure.png","png","mirosoft azure","5457","2023-11-14 19:50:55"
"6009","https://www.victrix.ca/wp-content/uploads/2023/08/microsoftlogo.png","png","microsoftlogo","5457","2023-11-14 20:00:05"
"6271","https://www.victrix.ca/wp-content/uploads/2023/08/azure_infonuagique.jpg","jpg","azure_infonuagique","5457","2024-04-26 11:09:45"
"6275","https://www.victrix.ca/wp-content/uploads/2023/08/istock-508289586.jpg","jpg","Applications M365 sur un téléphone","5456","2024-04-26 11:16:09"
"6561","https://www.victrix.ca/wp-content/uploads/2023/08/gestionnaire-appobureau.png","png","GEstionnaire-APPOBUREAU","5455","2024-10-04 22:46:33"
"6562","https://www.victrix.ca/wp-content/uploads/2023/08/employe-appobureau.png","png","Employé-APPOBUREAU","5455","2024-10-04 22:47:10"
"10055","https://www.victrix.ca/wp-content/uploads/2023/08/obureau-mobile.png","png","obureau mobile","5455","2025-12-08 12:56:02"
"10056","https://www.victrix.ca/wp-content/uploads/2023/08/experience-gestionnaire-obureau.png","png","experience gestionnaire o'bureau","5455","2025-12-08 13:04:00"
"10060","https://www.victrix.ca/wp-content/uploads/2023/08/obureau-mobile-1.png","png","obureau mobile en","5462","2025-12-08 14:22:55"
"2209","https://www.victrix.ca/wp-content/uploads/2022/02/icon-cloud.svg","svg","icon-cloud","","2022-04-08 12:23:01"
"2212","https://www.victrix.ca/wp-content/uploads/2022/02/icon-productivite.svg","svg","icon-productivite","","2022-04-08 12:23:10"
"5467","https://www.victrix.ca/wp-content/uploads/2022/05/obureau-2.svg","svg","obureau-2","","2023-08-21 14:31:59"
"5875","https://www.victrix.ca/wp-content/uploads/2023/10/partner-aws-victrix.png","png","partner-aws-victrix","5523","2023-10-24 23:14:51"
"5876","https://www.victrix.ca/wp-content/uploads/2023/10/aws-partner-public-sector.png","png","aws-partner-public-sector","5523","2023-10-24 23:16:36"
"5877","https://www.victrix.ca/wp-content/uploads/2023/10/aws-partner-consulting.png","png","aws-partner-consulting","5523","2023-10-24 23:16:38"
"5976","https://www.victrix.ca/wp-content/uploads/2023/10/awss.png","png","awss","5523","2023-11-08 21:02:09"
"5977","https://www.victrix.ca/wp-content/uploads/2023/10/awsss.png","png","awsss","5523","2023-11-08 21:18:15"
"5978","https://www.victrix.ca/wp-content/uploads/2023/10/awsss-1.png","png","awsss","5523","2023-11-08 21:45:53"
"5979","https://www.victrix.ca/wp-content/uploads/2023/10/public-sector1.png","png","public sector1","5523","2023-11-08 23:03:41"
"5980","https://www.victrix.ca/wp-content/uploads/2023/10/select-light-partner.png","png","select light partner","5523","2023-11-08 23:03:43"
"6210","https://www.victrix.ca/wp-content/uploads/2023/08/mirosoft_azure-138x300-1.png","png","mirosoft_azure-138x300","5463","2024-02-21 16:54:41"
"6211","https://www.victrix.ca/wp-content/uploads/2023/08/azure_infonuagique-300x225-1.png","png","azure_infonuagique-300x225","5463","2024-02-21 16:56:10"
"6214","https://www.victrix.ca/wp-content/uploads/2023/08/azure_infonuagique-300x225-2.png","png","azure_infonuagique-300x225","5463","2024-02-21 20:40:11"
"6215","https://www.victrix.ca/wp-content/uploads/2023/08/mirosoft_azure-138x300-2.png","png","mirosoft_azure-138x300","5463","2024-02-21 20:40:47"
"6324","https://www.victrix.ca/wp-content/uploads/2024/05/internet-of-things-7256292_1280.jpg","jpg","internet-of-things","6323","2024-05-30 20:18:16"
"6327","https://www.victrix.ca/wp-content/uploads/2024/05/signature-mail.jpg","jpg","Iso-27001-Victrix","6323","2024-05-31 22:42:49"
"6333","https://www.victrix.ca/wp-content/uploads/2024/05/quantum-iot-protect-band.png","png","quantum-iot-protect-band","6323","2024-06-12 18:01:19"
"7075","https://www.victrix.ca/wp-content/uploads/2023/08/plan-de-travail-1.jpg","jpg","Plan de travail 1","5486","2025-03-14 15:42:55"
"7076","https://www.victrix.ca/wp-content/uploads/2023/08/vackground-com-aguc-v_d1ii-unsplash-3-scaled.jpg","jpg","vackground-com-agUC-v_D1iI-unsplash (3)","5486","2025-03-14 15:44:35"
"5571","https://www.victrix.ca/wp-content/uploads/2023/08/microsoftteams-image-10.png","png","Employee experience platform","5526","2023-08-23 21:16:42"
"5787","https://www.victrix.ca/wp-content/uploads/2023/10/aws1.png","png","aws1","5780","2023-10-16 06:09:24"
"5788","https://www.victrix.ca/wp-content/uploads/2023/10/azuree1.png","png","azuree1","5780","2023-10-16 06:09:31"
"5835","https://www.victrix.ca/wp-content/uploads/2023/10/azuree2.png","png","azuree2","5780","2023-10-17 05:04:05"
"5836","https://www.victrix.ca/wp-content/uploads/2023/10/aws2.png","png","aws2","5780","2023-10-17 05:04:11"
"5837","https://www.victrix.ca/wp-content/uploads/2023/10/azuree3.png","png","azuree3","5780","2023-10-17 05:09:55"
"5838","https://www.victrix.ca/wp-content/uploads/2023/10/aws3.png","png","aws3","5780","2023-10-17 05:09:59"
"5839","https://www.victrix.ca/wp-content/uploads/2023/10/aws4.png","png","aws4","5780","2023-10-17 05:16:08"
"5869","https://www.victrix.ca/wp-content/uploads/2023/10/gestion-des-processus-et-productivite.png","png","","5789","2023-10-24 11:26:16"
"5882","https://www.victrix.ca/wp-content/uploads/2023/11/untitled-20.png","png","Untitled-20","5789","2023-11-01 13:54:01"
"5886","https://www.victrix.ca/wp-content/uploads/2023/10/istock-1454530428.png","png","Employés des services infonuagiques chez Victrix","5780","2023-11-01 16:17:52"
"5891","https://www.victrix.ca/wp-content/uploads/2023/11/office.png","png","office","5789","2023-11-01 16:26:34"
"5981","https://www.victrix.ca/wp-content/uploads/2023/10/aws1-1.png","png","aws1","5523","2023-11-09 15:51:10"
"5982","https://www.victrix.ca/wp-content/uploads/2023/10/aws2-1.png","png","aws2","5523","2023-11-09 15:56:20"
"5983","https://www.victrix.ca/wp-content/uploads/2023/10/priscilla-du-preez-nnmba7y1ymk-unsplash-1-scaled-e1699542797747.jpg","jpg","AWS services","5523","2023-11-09 16:11:23"
"6272","https://www.victrix.ca/wp-content/uploads/2023/10/aws2-1.jpg","jpg","aws2-1","5523","2024-04-26 11:11:53"
"6274","https://www.victrix.ca/wp-content/uploads/2023/11/gestion-des-processus-et-productivite.jpg","jpg","gestion-des-processus-et-productivite","5789","2024-04-26 11:14:29"
"6310","https://www.victrix.ca/wp-content/uploads/2024/05/owasp-100709974-orig-scaled.webp","webp","owasp-100709974-orig","6305","2024-05-07 20:34:15"
"6311","https://www.victrix.ca/wp-content/uploads/2024/05/maximalfocus-haktxidk36i-unsplash-scaled.jpg","jpg","maximalfocus-HakTxidk36I-unsplash","6305","2024-05-07 22:41:35"
"6313","https://www.victrix.ca/wp-content/uploads/2024/05/pentest-schema-1.png","png","Pentest schéma 1","6305","2024-05-09 16:49:26"
"6314","https://www.victrix.ca/wp-content/uploads/2024/05/certification-test-pentest.png","png","certification-test-pentest","6305","2024-05-13 16:28:52"
"6317","https://www.victrix.ca/wp-content/uploads/2024/05/benjamin-child-gwe0dlvd9e0-unsplash-scaled.jpg","jpg","benjamin-child-GWe0dlVD9e0-unsplash","6316","2024-05-29 17:17:06"
"6320","https://www.victrix.ca/wp-content/uploads/2024/05/harmony-why-harmony-3-600x400px.png","png","harmony-why-harmony-3-600x400px","6316","2024-05-29 18:04:24"
"6405","https://www.victrix.ca/wp-content/uploads/2024/06/istock-1165052026-1.jpg","jpg","Woman using mobile smart phone in the night light colorful background","6349","2024-07-26 16:30:51"
"6414","https://www.victrix.ca/wp-content/uploads/2024/06/ales-nesetril-im7lzjxelhg-unsplash-1.png","png","laptop","6349","2024-07-29 21:52:51"
"6415","https://www.victrix.ca/wp-content/uploads/2024/06/istock-1462139281-1.png","png","Employees using an electronic tablet (connected object) in their organization.","6349","2024-07-29 21:53:38"
